,id,worker_id,accession,version,version_number,genbank_accession,genbank_version,taxonomy_id,name,refseq_category,bioproject,biosample,wgs_master,isolate,version_status,assembly_level,release_type,release_date,assembly_name,submitter,ftp_path,superkingdom,phylum,class,order,family,genus,species,strain,stats,meta,biosample_id,createdAt,updatedAt,WorkerId
0,1670,,GCF_000213805,GCF_000213805.1,1,GCA_000213805,GCA_000213805.1,743720,Pseudomonas fulva 12-X,representative genome,PRJNA224116,SAMN00713619,,,latest,Complete Genome,Major,2011-05-17,ASM21380v1,US DOE Joint Genome Institute,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/213/805/GCF_000213805.1_ASM21380v1,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas fulva,12-X,{},{},713619,2018-03-28T14:09:26.276Z,2021-03-04T05:20:21.467Z,
0,1671,,GCF_001006005,GCF_001006005.1,1,GCA_001006005,GCA_001006005.1,47917,Serratia fonticola,representative genome,PRJNA224116,SAMN03450772,,,latest,Complete Genome,Major,2015-05-11,ASM100600v1,University of Malaya,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/006/005/GCF_001006005.1_ASM100600v1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,Serratia fonticola,,{},{},3450772,2018-03-28T14:09:26.276Z,2021-03-04T05:20:23.667Z,
0,1672,,GCF_001555775,GCF_001555775.1,1,GCA_001555775,GCA_001555775.1,47920,Acidovorax delafieldii,representative genome,PRJNA224116,SAMN04299412,LSHP00000000.1,,latest,Contig,Major,2016-02-10,ASM155577v1,U.S. Environmental Protection Agency,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/555/775/GCF_001555775.1_ASM155577v1,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,Acidovorax delafieldii,,{},{},4299412,2018-03-28T14:09:26.276Z,2021-03-04T05:20:25.550Z,
0,1673,,GCF_001900245,GCF_001900245.1,1,GCA_001900245,GCA_001900245.1,48003,Mycoplasma pullorum,representative genome,PRJNA224116,SAMN05938804,,,latest,Complete Genome,Major,2016-12-12,ASM190024v1,University of Pretoria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/900/245/GCF_001900245.1_ASM190024v1,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma pullorum,,{},{},5938804,2018-03-28T14:09:26.276Z,2021-03-04T05:20:27.112Z,
0,1674,,GCF_900107855,GCF_900107855.1,1,GCA_900107855,GCA_900107855.1,1122198,Marinobacterium georgiense DSM 11526,representative genome,PRJNA224116,SAMN02745729,FNRJ00000000.1,,latest,Scaffold,Major,2016-10-22,IMG-taxon 2634166328 annotated assembly,DOE - JOINT GENOME INSTITUTE,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/107/855/GCF_900107855.1_IMG-taxon_2634166328_annotated_assembly,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Marinobacterium,Marinobacterium georgiense,DSM 11526,{},{},2745729,2018-03-28T14:09:26.276Z,2021-03-04T05:20:29.228Z,
0,1675,,GCF_002051585,GCF_002051585.1,1,GCA_002051585,GCA_002051585.1,48256,[Clostridium] hungatei,representative genome,PRJNA224116,SAMN06461358,MZGX00000000.1,,latest,Contig,Major,2017-03-21,ASM205158v1,Goettingen Genomics Laboratory,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/051/585/GCF_002051585.1_ASM205158v1,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium,[Clostridium] hungatei,,{},{},6461358,2018-03-28T14:09:26.276Z,2021-03-04T05:20:30.333Z,
0,1676,,GCF_000383415,GCF_000383415.1,1,GCA_000383415,GCA_000383415.1,1267005,Hyphomicrobium zavarzinii ATCC 27496,representative genome,PRJNA224116,SAMN02440966,ARTG00000000.1,,latest,Scaffold,Major,2013-04-26,ASM38341v1,DOE Joint Genome Institute,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/383/415/GCF_000383415.1_ASM38341v1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,Hyphomicrobium zavarzinii,ATCC 27496,{},{},2440966,2018-03-28T14:09:26.276Z,2021-03-04T05:20:32.533Z,
0,1677,,GCF_000191145,GCF_000191145.1,1,GCA_000191145,GCA_000191145.1,871585,Acinetobacter pittii PHEA-2,reference genome,PRJNA83123,SAMN02603040,,,latest,Complete Genome,Major,2011-03-03,ASM19114v1,"Biotechnology Research Institute, Chinese Academy of Agricultural Sciences",ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/191/145/GCF_000191145.1_ASM19114v1,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter pittii,PHEA-2,{},{},2603040,2018-03-28T14:09:26.276Z,2021-03-04T05:20:33.611Z,
0,1678,,GCF_900167535,GCF_900167535.1,1,GCA_900167535,GCA_900167535.1,48467,Prosthecobacter debontii,representative genome,PRJNA224116,SAMN02745166,FUYE00000000.1,,latest,Scaffold,Major,2017-03-04,IMG-taxon 2590828807 annotated assembly,DOE - JOINT GENOME INSTITUTE,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/167/535/GCF_900167535.1_IMG-taxon_2590828807_annotated_assembly,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Prosthecobacter,Prosthecobacter debontii,,{},{},2745166,2018-03-28T14:09:26.276Z,2021-03-04T05:20:34.885Z,
0,1679,,GCF_001705565,GCF_001705565.1,1,GCA_001705565,GCA_001705565.1,48664,Xanthomonas fragariae,representative genome,PRJNA224116,SAMN05505397,,Fap21,latest,Complete Genome,Major,2016-08-16,ASM170556v1,University of California at Davis,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/705/565/GCF_001705565.1_ASM170556v1,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,Xanthomonas fragariae,,{},{},5505397,2018-03-28T14:09:26.276Z,2021-03-04T05:20:36.349Z,
0,1680,,GCF_900102875,GCF_900102875.1,1,GCA_900102875,GCA_900102875.1,48727,Halomonas pantelleriensis,representative genome,PRJNA224116,SAMN05192555,FNGH00000000.1,,latest,Scaffold,Major,2016-10-21,IMG-taxon 2654587879 annotated assembly,DOE - JOINT GENOME INSTITUTE,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/102/875/GCF_900102875.1_IMG-taxon_2654587879_annotated_assembly,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,Halomonas pantelleriensis,,{},{},5192555,2018-03-28T14:09:26.276Z,2021-03-04T05:20:37.565Z,
0,1681,,GCF_000013325,GCF_000013325.1,1,GCA_000013325,GCA_000013325.1,279238,Novosphingobium aromaticivorans DSM 12444,representative genome,PRJNA224116,SAMN02598432,,,latest,Complete Genome,Major,2007-04-18,ASM1332v1,US DOE Joint Genome Institute,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/013/325/GCF_000013325.1_ASM1332v1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Novosphingobium aromaticivorans,DSM 12444,{},{},2598432,2018-03-28T14:09:26.276Z,2021-03-04T05:20:39.227Z,
0,1682,,GCF_000807925,GCF_000807925.1,1,GCA_000807925,GCA_000807925.1,48936,Novosphingobium subterraneum,representative genome,PRJNA224116,SAMN03107816,JRVC00000000.1,,latest,Contig,Major,2014-12-29,Nsubt_v1,Monash University Malaysia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/807/925/GCF_000807925.1_Nsubt_v1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Novosphingobium subterraneum,,{},{},3107816,2018-03-28T14:09:26.276Z,2021-03-04T05:20:41.032Z,
0,1683,,GCF_900155945,GCF_900155945.1,1,GCA_900155945,GCA_900155945.1,49186,Marinobacterium stanieri,representative genome,PRJNA224116,SAMN05421647,FTMN00000000.1,,latest,Scaffold,Major,2017-01-15,IMG-taxon 2681813548 annotated assembly,DOE - JOINT GENOME INSTITUTE,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/155/945/GCF_900155945.1_IMG-taxon_2681813548_annotated_assembly,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Marinobacterium,Marinobacterium stanieri,,{},{},5421647,2018-03-28T14:09:26.276Z,2021-03-04T05:20:42.247Z,
0,1684,,GCF_000425305,GCF_000425305.1,1,GCA_000425305,GCA_000425305.1,1123037,Psychroserpens burtonensis DSM 12212,representative genome,PRJNA224116,SAMN02440859,AUDE00000000.1,,latest,Scaffold,Major,2013-07-11,ASM42530v1,DOE Joint Genome Institute,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/425/305/GCF_000425305.1_ASM42530v1,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Psychroserpens,Psychroserpens burtonensis,DSM 12212,{},{},2440859,2018-03-28T14:09:26.276Z,2021-03-04T05:20:43.968Z,
0,1685,,GCF_001678675,GCF_001678675.1,1,GCA_001678675,GCA_001678675.1,49280,Gelidibacter algens,representative genome,PRJNA224116,SAMN05231771,LZRN00000000.1,,latest,Contig,Major,2016-07-03,ASM167867v1,University of Tasmania,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/678/675/GCF_001678675.1_ASM167867v1,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Gelidibacter,Gelidibacter algens,,{},{},5231771,2018-03-28T14:09:26.276Z,2021-03-04T05:20:45.928Z,
0,1686,,GCF_000014185,GCF_000014185.1,1,GCA_000014185,GCA_000014185.1,266117,Rubrobacter xylanophilus DSM 9941,representative genome,PRJNA224116,SAMN02598258,,,latest,Complete Genome,Major,2006-06-09,ASM1418v1,DOE Joint Genome Institute,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/014/185/GCF_000014185.1_ASM1418v1,Bacteria,Actinobacteria,Rubrobacteria,Rubrobacterales,Rubrobacteraceae,Rubrobacter,Rubrobacter xylanophilus,DSM 9941,{},{},2598258,2018-03-28T14:09:26.276Z,2021-03-04T05:20:48.244Z,
0,1687,,GCF_000021925,GCF_000021925.1,1,GCA_000021925,GCA_000021925.1,272564,Desulfitobacterium hafniense DCB-2,representative genome,PRJNA224116,SAMN02598433,,,latest,Complete Genome,Major,2009-01-05,ASM2192v1,US DOE Joint Genome Institute,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/021/925/GCF_000021925.1_ASM2192v1,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Desulfitobacterium,Desulfitobacterium hafniense,DCB-2,{},{},2598433,2018-03-28T14:09:26.276Z,2021-03-04T05:20:49.585Z,
0,1688,,GCF_000469665,GCF_000469665.2,2,GCA_000469665,GCA_000469665.2,1399147,Holospora obtusa F1,representative genome,PRJNA224116,SAMN02472141,AWTR00000000.2,,latest,Contig,Major,2014-01-27,ASM46966v2,Yamaguchi University,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/469/665/GCF_000469665.2_ASM46966v2,Bacteria,Proteobacteria,Alphaproteobacteria,Holosporales,Holosporaceae,Holospora,Holospora obtusa,F1,{},{},2472141,2018-03-28T14:09:26.276Z,2021-03-04T05:20:51.326Z,
0,1689,,GCF_000025845,GCF_000025845.1,1,GCA_000025845,GCA_000025845.1,512564,Mycoplasma crocodyli MP145,representative genome,PRJNA224116,SAMN02603450,,,latest,Complete Genome,Major,2010-03-26,ASM2584v1,J. Craig Venter Institute,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/025/845/GCF_000025845.1_ASM2584v1,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma crocodyli,MP145,{},{},2603450,2018-03-28T14:09:26.276Z,2021-03-04T05:20:53.393Z,
0,1690,,GCF_900108595,GCF_900108595.1,1,GCA_900108595,GCA_900108595.1,50340,Pseudomonas fuscovaginae,representative genome,PRJNA224116,SAMN05216581,,,latest,Chromosome,Major,2016-10-27,IMG-taxon 2667527230 annotated assembly,DOE - JOINT GENOME INSTITUTE,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/108/595/GCF_900108595.1_IMG-taxon_2667527230_annotated_assembly,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas fuscovaginae,,{},{},5216581,2018-03-28T14:09:26.276Z,2021-03-04T05:20:55.122Z,
0,1691,,GCF_000964365,GCF_000964365.1,1,GCA_000964365,GCA_000964365.1,1231350,Acidisphaera rubrifaciens HS-AP3,representative genome,PRJNA224116,SAMD00036637,BANB00000000.1,,latest,Scaffold,Major,2015-03-21,ASM96436v1,Kinki University,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/964/365/GCF_000964365.1_ASM96436v1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidisphaera,Acidisphaera rubrifaciens,HS-AP3,{},{},4112696,2018-03-28T14:09:26.276Z,2021-03-04T05:20:56.643Z,
0,1692,,GCF_000765905,GCF_000765905.1,1,GCA_000765905,GCA_000765905.1,50960,Helicobacter trogontum,representative genome,PRJNA224116,SAMN03075571,JRPL00000000.1,,latest,Scaffold,Major,2014-10-10,ASM76590v1,Massachusetts Institute of Technology,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/765/905/GCF_000765905.1_ASM76590v1,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter trogontum,,{},{},3075571,2018-03-28T14:09:26.276Z,2021-03-04T05:20:58.234Z,
0,1693,,GCF_000612125,GCF_000612125.1,1,GCA_000612125,GCA_000612125.1,1444307,Brevibacillus agri 5-2,representative genome,PRJNA224116,SAMN02585235,JATL00000000.1,,latest,Contig,Major,2014-04-02,BreAgr1.0,"The First Affiliated Hospital, School of Medicine, Zhejiang University",ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/612/125/GCF_000612125.1_BreAgr1.0,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus,Brevibacillus agri,5-2,{},{},2585235,2018-03-28T14:09:26.276Z,2021-03-04T05:20:59.484Z,
0,1694,,GCF_000161975,GCF_000161975.1,1,GCA_000161975,GCA_000161975.1,592031,Eubacterium saphenum ATCC 49989,representative genome,PRJNA224116,SAMN00008823,ACON00000000.1,,latest,Scaffold,Major,2009-06-17,ASM16197v1,WUGSC,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/161/975/GCF_000161975.1_ASM16197v1,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XIII. Incertae Sedis,,[Eubacterium] saphenum,ATCC 49989,{},{},8823,2018-03-28T14:09:26.276Z,2021-03-04T05:21:00.784Z,
0,1695,,GCF_000413055,GCF_000413055.1,1,GCA_000413055,GCA_000413055.1,1125699,Treponema maltophilum ATCC 51939,representative genome,PRJNA224116,SAMN02596987,ATFF00000000.1,,latest,Scaffold,Major,2013-06-21,Trep_malt_ATCC_51939_V1,Broad Institute,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/413/055/GCF_000413055.1_Trep_malt_ATCC_51939_V1,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,Treponema maltophilum,ATCC 51939,{},{},2596987,2018-03-28T14:09:26.276Z,2021-03-04T05:21:02.859Z,
0,1696,,GCF_000284835,GCF_000284835.1,1,GCA_000284835,GCA_000284835.1,1160707,Ureibacillus thermosphaericus str. Thermo-BF,representative genome,PRJNA224116,SAMN02393732,AJIK00000000.1,,latest,Contig,Major,2012-05-16,UreThermo-BF,Agricultural Biotechnology Research Institute of Iran,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/284/835/GCF_000284835.1_UreThermo-BF,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Ureibacillus,Ureibacillus thermosphaericus,str. Thermo-BF,{},{},2393732,2018-03-28T14:09:26.276Z,2021-03-04T05:21:04.978Z,
0,1697,,GCF_900130015,GCF_900130015.1,1,GCA_900130015,GCA_900130015.1,1121409,Desulfofustis glycolicus DSM 9705,representative genome,PRJNA224116,SAMN02745124,FQXS00000000.1,,latest,Scaffold,Major,2016-12-03,IMG-taxon 2585428080 annotated assembly,DOE - JOINT GENOME INSTITUTE,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/130/015/GCF_900130015.1_IMG-taxon_2585428080_annotated_assembly,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfofustis,Desulfofustis glycolicus,DSM 9705,{},{},2745124,2018-03-28T14:09:26.276Z,2021-03-04T05:21:06.853Z,
0,1698,,GCF_000190635,GCF_000190635.1,1,GCA_000190635,GCA_000190635.1,645991,Syntrophobotulus glycolicus DSM 8271,representative genome,PRJNA224116,SAMN00216969,,,latest,Complete Genome,Major,2011-03-01,ASM19063v1,US DOE Joint Genome Institute (JGI-PGF),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/190/635/GCF_000190635.1_ASM19063v1,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Syntrophobotulus,Syntrophobotulus glycolicus,DSM 8271,{},{},216969,2018-03-28T14:09:26.276Z,2021-03-04T05:21:07.946Z,
0,1699,,GCF_000008885,GCF_000008885.1,1,GCA_000008885,GCA_000008885.1,36870,Wigglesworthia glossinidia endosymbiont of Glossina brevipalpis,representative genome,PRJNA224116,SAMD00061100,,,latest,Complete Genome,Major,2004-05-11,ASM888v1,Yale Univ.,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/008/885/GCF_000008885.1_ASM888v1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Wigglesworthia,Wigglesworthia glossinidia,endosymbiont of Glossina brevipalpis,{},{},5831903,2018-03-28T14:09:26.276Z,2021-03-04T05:21:09.739Z,
0,1701,,GCF_000735365,GCF_000735365.1,1,GCA_000735365,GCA_000735365.1,1006000,Kluyvera ascorbata ATCC 33433,representative genome,PRJNA224116,SAMN02743264,JMPL00000000.1,,latest,Contig,Major,2014-07-28,GKAS_DRAFTv1,UW-GEL,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/735/365/GCF_000735365.1_GKAS_DRAFTv1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Kluyvera,Kluyvera ascorbata,ATCC 33433,{},{},2743264,2018-03-28T14:09:26.276Z,2021-03-04T05:21:12.957Z,
0,1702,,GCF_000367765,GCF_000367765.1,1,GCA_000367765,GCA_000367765.1,1188233,Mycoplasma auris 15026,representative genome,PRJNA224116,SAMN02471342,AORI00000000.1,,latest,Contig,Major,2013-04-19,version 1.0,EVOLMYCO,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/367/765/GCF_000367765.1_version_1.0,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma auris,15026,{},{},2471342,2018-03-28T14:09:26.276Z,2021-03-04T05:21:14.415Z,
0,1703,,GCF_000875755,GCF_000875755.1,1,GCA_000875755,GCA_000875755.1,743967,Mycoplasma yeatsii GM274B,representative genome,PRJNA224116,SAMN02700145,,,latest,Complete Genome,Major,2015-02-13,ASM87575v1,University of Missouri,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/875/755/GCF_000875755.1_ASM87575v1,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma yeatsii,GM274B,{},{},2700145,2018-03-28T14:09:26.276Z,2021-03-04T05:21:15.770Z,
0,1704,,GCF_000565345,GCF_000565345.1,1,GCA_000565345,GCA_000565345.1,1269942,Salinivibrio costicola subsp. costicola ATCC 33508 = LMG 11651,representative genome,PRJNA224116,SAMN02597457,AQOF00000000.1,,latest,Contig,Major,2014-01-07,costicolaLMG11651,Universidade Federal do Rio de Janeiro,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/565/345/GCF_000565345.1_costicolaLMG11651,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Salinivibrio,Salinivibrio costicola,subsp. costicola ATCC 33508 = LMG 11651,{},{},2597457,2018-03-28T14:09:26.276Z,2021-03-04T05:21:17.814Z,
0,1705,,GCF_002224645,GCF_002224645.1,1,GCA_002224645,GCA_002224645.1,51515,Dehalobacterium formicoaceticum,representative genome,PRJNA224116,SAMN07259296,,,latest,Complete Genome,Major,2017-07-24,ASM222464v1,The University of Tennessee,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/224/645/GCF_002224645.1_ASM222464v1,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Dehalobacterium,Dehalobacterium formicoaceticum,,{},{},7259296,2018-03-28T14:09:26.276Z,2021-03-04T05:21:18.920Z,
0,1706,,GCF_900103035,GCF_900103035.1,1,GCA_900103035,GCA_900103035.1,51642,Nitrosomonas mobilis,representative genome,PRJNA224116,SAMEA4505502,FMWO00000000.1,1,latest,Contig,Major,2016-10-18,NSMM,WASEDA university,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/103/035/GCF_900103035.1_NSMM,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosomonas,Nitrosomonas mobilis,,{},{},5924238,2018-03-28T14:09:26.276Z,2021-03-04T05:21:20.281Z,
0,1707,,GCF_001611135,GCF_001611135.1,1,GCA_001611135,GCA_001611135.1,51663,Pediococcus damnosus,representative genome,PRJNA224116,SAMN03876484,,,latest,Complete Genome,Major,2016-04-05,ASM161113v1,Technische Universitaet Muenchen,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/611/135/GCF_001611135.1_ASM161113v1,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus damnosus,,{},{},3876484,2018-03-28T14:09:26.302Z,2021-03-04T05:21:22.076Z,
0,1708,,GCF_001436095,GCF_001436095.1,1,GCA_001436095,GCA_001436095.1,1423738,Lactobacillus dextrinicus DSM 20335,representative genome,PRJNA224116,SAMN02369443,AYYK00000000.1,,latest,Scaffold,Major,2015-11-06,ASM143609v1,Shanghai Majorbio,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/436/095/GCF_001436095.1_ASM143609v1,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus dextrinicus,DSM 20335,{},{},2369443,2018-03-28T14:09:26.302Z,2021-03-04T05:21:24.261Z,
0,1709,,GCF_000283615,GCF_000283615.1,1,GCA_000283615,GCA_000283615.1,945021,Tetragenococcus halophilus NBRC 12172,representative genome,PRJNA224116,SAMD00061109,,,latest,Complete Genome,Major,2011-09-30,ASM28361v1,National Institute of Technology and Evaluation,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/283/615/GCF_000283615.1_ASM28361v1,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Tetragenococcus,Tetragenococcus halophilus,NBRC 12172,{},{},5831912,2018-03-28T14:09:26.302Z,2021-03-04T05:21:26.411Z,
0,1710,,GCF_900116175,GCF_900116175.1,1,GCA_900116175,GCA_900116175.1,51670,Hyphomicrobium facile,representative genome,PRJNA224116,SAMN04488557,FPCH00000000.1,,latest,Contig,Major,2016-11-02,IMG-taxon 2636416034 annotated assembly,DOE - JOINT GENOME INSTITUTE,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/116/175/GCF_900116175.1_IMG-taxon_2636416034_annotated_assembly,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,Hyphomicrobium facile,,{},{},4488557,2018-03-28T14:09:26.302Z,2021-03-04T05:21:28.463Z,
0,1711,,GCF_002151265,GCF_002151265.1,1,GCA_002151265,GCA_002151265.1,1191209,Halomonas desiderata SP1,representative genome,PRJNA224116,SAMN06282657,MUMZ00000000.1,,latest,Contig,Major,2017-05-19,ASM215126v1,Penn State University,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/151/265/GCF_002151265.1_ASM215126v1,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,Halomonas desiderata,SP1,{},{},6282657,2018-03-28T14:09:26.302Z,2021-03-04T05:21:30.358Z,
0,1712,,GCF_000092125,GCF_000092125.1,1,GCA_000092125,GCA_000092125.1,526227,Meiothermus silvanus DSM 9946,representative genome,PRJNA224116,SAMN02598469,,,latest,Complete Genome,Major,2010-05-26,ASM9212v1,US DOE Joint Genome Institute (JGI-PGF),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/092/125/GCF_000092125.1_ASM9212v1,Bacteria,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Meiothermus,Meiothermus silvanus,DSM 9946,{},{},2598469,2018-03-28T14:09:26.302Z,2021-03-04T05:21:32.240Z,
0,1713,,GCF_000430045,GCF_000430045.1,1,GCA_000430045,GCA_000430045.1,926560,Meiothermus chliarophilus DSM 9957,representative genome,PRJNA224116,SAMN00773126,AUQW00000000.1,,latest,Scaffold,Major,2013-07-15,ASM43004v1,JGI,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/430/045/GCF_000430045.1_ASM43004v1,Bacteria,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Meiothermus,Meiothermus chliarophilus,DSM 9957,{},{},773126,2018-03-28T14:09:26.302Z,2021-03-04T05:21:33.549Z,
0,1714,,GCF_000155955,GCF_000155955.1,1,GCA_000155955,GCA_000155955.1,500635,Mitsuokella multacida DSM 20544,representative genome,PRJNA224116,SAMN00000736,ABWK00000000.2,,latest,Scaffold,Major,2009-07-22,ASM15595v1,Washington University Genome Sequencing Center,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/155/955/GCF_000155955.1_ASM15595v1,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella multacida,DSM 20544,{},{},12519789,2018-03-28T14:09:26.302Z,2021-03-04T05:21:34.767Z,
